file,type,line,method,methodStart,methodEnd,source
/__tests__/integration.js,AnonymousTest,"{'startLine':356,'endLine':385}","test('PUT JSON', async () => {
    const name = 'Spongebob'
    router.use(bodyParser.json())
    router.put('/users/:id', (req, res) => {
      res.json({
        id: req.params.id,
        ...req.body
      })
    })
    const event = makeEvent({
      eventSourceName,
      path: '/users/2',
      httpMethod: 'PUT',
      body: JSON.stringify({ name }),
      multiValueHeaders: {
        'content-type': ['application/json']
      }
    })
    const response = await serverlessExpressInstance(event)
    const expectedResponse = makeResponse({
      eventSourceName,
      body: JSON.stringify({ id: '2', name }),
      multiValueHeaders: {
        'content-length': ['29'],
        etag: ['W/""1d-S5aeqkgQbnSMqjyXJrRTGxN4UiY""']
      },
      statusCode: 200
    })
    expect(response).toEqual(expectedResponse)
  })",356,385,snuts
/__tests__/integration.js,AnonymousTest,"{'startLine':432,'endLine':503}","test('set-cookie', async () => {
    const now = new Date(2022, 7, 11, 3, 30, 30)
    const maxAge = 3000
    const expires = new Date(+now + maxAge)
    const expectedExpires = expires.toUTCString()

    jest.useFakeTimers('modern')
    jest.setSystemTime(now)

    router.get('/cookie', (req, res) => {
      res.cookie('Zoo', 'boo', { domain: 'mafoo.com', secure: true, httpOnly: true, sameSite: 'Strict', maxAge })
      res.cookie('Foo', 'bar', { domain: 'example.com', secure: true, httpOnly: true, sameSite: 'Strict' })
      res.cookie('Fizz', 'buzz')
      res.json({})
    })
    const event = makeEvent({
      eventSourceName,
      path: '/cookie',
      httpMethod: 'GET'
    })
    const response = await serverlessExpressInstance(event)

    const expectedSetCookieHeaders = [
      `Zoo=boo; Max-Age=3; Domain=mafoo.com; Path=/; Expires=${expectedExpires}; HttpOnly; Secure; SameSite=Strict`,
      'Foo=bar; Domain=example.com; Path=/; HttpOnly; Secure; SameSite=Strict',
      'Fizz=buzz; Path=/'
    ]
    const expectedResponse = makeResponse({
      eventSourceName,
      body: '{}',
      cookies: expectedSetCookieHeaders,
      multiValueHeaders: {
        'set-cookie': expectedSetCookieHeaders,
        'content-length': ['2'],
        etag: ['W/""2-vyGp6PvFo4RvsFtPoIWeCReyIC8""']
      },
      statusCode: 200
    })

    jest.useRealTimers()

    switch (eventSourceName) {
      case 'azureHttpFunctionV4':
      case 'azureHttpFunctionV3':
        expectedResponse.cookies = [
          {
            domain: 'mafoo.com',
            httpOnly: true,
            name: 'Zoo',
            path: '/',
            sameSite: 'Strict',
            secure: true,
            value: 'boo',
            maxAge: maxAge / 1000,
            expires
          },
          {
            domain: 'example.com',
            httpOnly: true,
            name: 'Foo',
            path: '/',
            sameSite: 'Strict',
            secure: true,
            value: 'bar'
          },
          { name: 'Fizz', path: '/', value: 'buzz' }
        ]
        break
    }

    expect(response).toEqual(expectedResponse)
  })",432,503,snuts
/__tests__/integration.js,AnonymousTest,"{'startLine':524,'endLine':557}","test('custom logger', async () => {
      app = express()
      router = express.Router()
      app.use('/', router)
      router.get('/users', (req, res) => {
        res.json({})
      })
      const event = makeEvent({
        eventSourceName,
        path: '/users',
        httpMethod: 'GET'
      })
      const customLogger = {
        error: jest.fn(),
        warn: jest.fn(),
        info: jest.fn(),
        verbose: jest.fn(),
        debug: jest.fn()
      }
      serverlessExpressInstance = serverlessExpress({ app, log: customLogger })
      await serverlessExpressInstance(event)

      expect(customLogger.debug.mock.calls.length).toBe(6)

      // TODO: test log levels
      // customLogger.level = 'error'
      // customLogger.debug.mockClear()
      // customLogger.debug.mockReset()
      // customLogger.debug = jest.fn()

      // serverlessExpressInstance = serverlessExpress({ app, log: customLogger })
      // await serverlessExpressInstance(event)
      // expect(customLogger.debug.mock.calls.length).toBe(0)
    })",524,557,snuts
/__tests__/integration.js,AnonymousTest,"{'startLine':559,'endLine':647}","test('custom levels', () => {
      const loggerError = serverlessExpressLogger({ level: 'error' })

      loggerError.error('error')
      loggerError.info('nocall')
      loggerError.warn('nocall')
      loggerError.debug('nocall')
      loggerError.verbose('nocall')
      expect(global.console.warn).not.toHaveBeenCalled()
      expect(global.console.debug).not.toHaveBeenCalled()
      expect(global.console.info).not.toHaveBeenCalled()
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error'
      })

      const loggerWarn = serverlessExpressLogger({ level: 'warn' })

      loggerWarn.error('error2')
      loggerWarn.warn('warn2')
      loggerWarn.info('nocall')
      loggerWarn.debug('nocall')
      loggerWarn.verbose('nocall')
      expect(global.console.debug).not.toHaveBeenCalled()
      expect(global.console.info).not.toHaveBeenCalled()
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error2'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn2'
      })

      const loggerInfo = serverlessExpressLogger({ level: 'info' })

      loggerInfo.error('error3')
      loggerInfo.warn('warn3')
      loggerInfo.info('info3')
      loggerInfo.debug('nocall')
      loggerInfo.verbose('nocall')
      expect(global.console.debug).not.toHaveBeenCalled()
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error3'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn3'
      })
      expect(global.console.info).toHaveBeenLastCalledWith({
        message: 'info3'
      })

      const loggerVerbose = serverlessExpressLogger({ level: 'verbose' })

      loggerVerbose.error('error4')
      loggerVerbose.warn('warn4')
      loggerVerbose.info('info4')
      loggerVerbose.verbose('verbose4')
      loggerVerbose.debug('nocall')
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error4'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn4'
      })
      expect(global.console.info).toHaveBeenLastCalledWith({
        message: 'info4'
      })
      expect(global.console.debug).toHaveBeenLastCalledWith({
        message: 'verbose4'
      })

      const loggerDebug = serverlessExpressLogger({ level: 'debug' })

      loggerDebug.error('error5')
      loggerDebug.warn('warn5')
      loggerDebug.info('info5')
      loggerDebug.verbose('verbose5')
      loggerDebug.debug('debug5')
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error5'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn5'
      })
      expect(global.console.info).toHaveBeenLastCalledWith({
        message: 'info5'
      })
      expect(global.console.debug).toHaveBeenLastCalledWith({
        message: 'debug5'
      })
    })",559,647,snuts
/__tests__/integration.js,AnonymousTest,"{'startLine':687,'endLine':718}","test('legacy/deprecated createServer', async () => {
    const serverlessExpressMiddleware = require('../src/middleware')
    app = express()
    router = express.Router()
    app.use('/', router)
    router.use(serverlessExpressMiddleware.eventContext())
    router.get('/users', (req, res) => {
      const { event } = req.apiGateway
      const eventPath = event.path || event.rawPath || event.Records[0].cf.request.uri
      res.json({
        path: eventPath
      })
    })
    const event = makeEvent({
      eventSourceName,
      path: '/users',
      httpMethod: 'GET'
    })
    const binaryMimeTypes = []
    const server = serverlessExpress.createServer(app, null, binaryMimeTypes)
    const response = await serverlessExpress.proxy(server, event)
    const expectedResponse = makeResponse({
      eventSourceName,
      body: JSON.stringify({ path: '/users' }),
      multiValueHeaders: {
        'content-length': ['17'],
        etag: ['W/""11-eM8YArY+qNwdvTL2ppeAaFc4Oq8""']
      },
      statusCode: 200
    })
    expect(response).toEqual(expectedResponse)
  })",687,718,snuts
/__tests__/integration.js,AnonymousTest,"{'startLine':720,'endLine':746}","test('legacy/deprecated handler', async () => {
    const serverlessExpressMiddleware = require('../src/middleware')
    router.use(serverlessExpressMiddleware.eventContext())
    router.get('/users', (req, res) => {
      const { event } = req.apiGateway
      const eventPath = event.path || event.rawPath || event.Records[0].cf.request.uri
      res.json({
        path: eventPath
      })
    })
    const event = makeEvent({
      eventSourceName,
      path: '/users',
      httpMethod: 'GET'
    })
    const response = await serverlessExpressInstance.handler(event)
    const expectedResponse = makeResponse({
      eventSourceName,
      body: JSON.stringify({ path: '/users' }),
      multiValueHeaders: {
        'content-length': ['17'],
        etag: ['W/""11-eM8YArY+qNwdvTL2ppeAaFc4Oq8""']
      },
      statusCode: 200
    })
    expect(response).toEqual(expectedResponse)
  })",720,746,snuts
/__tests__/integration.js,AnonymousTest,"{'startLine':748,'endLine':774}","test('legacy/deprecated proxy', async () => {
    const serverlessExpressMiddleware = require('../src/middleware')
    router.use(serverlessExpressMiddleware.eventContext())
    router.get('/users', (req, res) => {
      const { event } = req.apiGateway
      const eventPath = event.path || event.rawPath || event.Records[0].cf.request.uri
      res.json({
        path: eventPath
      })
    })
    const event = makeEvent({
      eventSourceName,
      path: '/users',
      httpMethod: 'GET'
    })
    const response = await serverlessExpressInstance.proxy({ event })
    const expectedResponse = makeResponse({
      eventSourceName,
      body: JSON.stringify({ path: '/users' }),
      multiValueHeaders: {
        'content-length': ['17'],
        etag: ['W/""11-eM8YArY+qNwdvTL2ppeAaFc4Oq8""']
      },
      statusCode: 200
    })
    expect(response).toEqual(expectedResponse)
  })",748,774,snuts
/__tests__/integration.js,OvercommentedTest,"{'startLine':524,'endLine':557}","test('custom logger', async () => {
      app = express()
      router = express.Router()
      app.use('/', router)
      router.get('/users', (req, res) => {
        res.json({})
      })
      const event = makeEvent({
        eventSourceName,
        path: '/users',
        httpMethod: 'GET'
      })
      const customLogger = {
        error: jest.fn(),
        warn: jest.fn(),
        info: jest.fn(),
        verbose: jest.fn(),
        debug: jest.fn()
      }
      serverlessExpressInstance = serverlessExpress({ app, log: customLogger })
      await serverlessExpressInstance(event)

      expect(customLogger.debug.mock.calls.length).toBe(6)

      // TODO: test log levels
      // customLogger.level = 'error'
      // customLogger.debug.mockClear()
      // customLogger.debug.mockReset()
      // customLogger.debug = jest.fn()

      // serverlessExpressInstance = serverlessExpress({ app, log: customLogger })
      // await serverlessExpressInstance(event)
      // expect(customLogger.debug.mock.calls.length).toBe(0)
    })",524,557,snuts
/__tests__/integration.js,SubOptimalAssert,"{'startLine':546,'endLine':546}","test('custom logger', async () => {
      app = express()
      router = express.Router()
      app.use('/', router)
      router.get('/users', (req, res) => {
        res.json({})
      })
      const event = makeEvent({
        eventSourceName,
        path: '/users',
        httpMethod: 'GET'
      })
      const customLogger = {
        error: jest.fn(),
        warn: jest.fn(),
        info: jest.fn(),
        verbose: jest.fn(),
        debug: jest.fn()
      }
      serverlessExpressInstance = serverlessExpress({ app, log: customLogger })
      await serverlessExpressInstance(event)

      expect(customLogger.debug.mock.calls.length).toBe(6)

      // TODO: test log levels
      // customLogger.level = 'error'
      // customLogger.debug.mockClear()
      // customLogger.debug.mockReset()
      // customLogger.debug = jest.fn()

      // serverlessExpressInstance = serverlessExpress({ app, log: customLogger })
      // await serverlessExpressInstance(event)
      // expect(customLogger.debug.mock.calls.length).toBe(0)
    })",524,557,snuts
/__tests__/integration.js,VerboseStatement,"{'startLine':432,'endLine':503}","test('set-cookie', async () => {
    const now = new Date(2022, 7, 11, 3, 30, 30)
    const maxAge = 3000
    const expires = new Date(+now + maxAge)
    const expectedExpires = expires.toUTCString()

    jest.useFakeTimers('modern')
    jest.setSystemTime(now)

    router.get('/cookie', (req, res) => {
      res.cookie('Zoo', 'boo', { domain: 'mafoo.com', secure: true, httpOnly: true, sameSite: 'Strict', maxAge })
      res.cookie('Foo', 'bar', { domain: 'example.com', secure: true, httpOnly: true, sameSite: 'Strict' })
      res.cookie('Fizz', 'buzz')
      res.json({})
    })
    const event = makeEvent({
      eventSourceName,
      path: '/cookie',
      httpMethod: 'GET'
    })
    const response = await serverlessExpressInstance(event)

    const expectedSetCookieHeaders = [
      `Zoo=boo; Max-Age=3; Domain=mafoo.com; Path=/; Expires=${expectedExpires}; HttpOnly; Secure; SameSite=Strict`,
      'Foo=bar; Domain=example.com; Path=/; HttpOnly; Secure; SameSite=Strict',
      'Fizz=buzz; Path=/'
    ]
    const expectedResponse = makeResponse({
      eventSourceName,
      body: '{}',
      cookies: expectedSetCookieHeaders,
      multiValueHeaders: {
        'set-cookie': expectedSetCookieHeaders,
        'content-length': ['2'],
        etag: ['W/""2-vyGp6PvFo4RvsFtPoIWeCReyIC8""']
      },
      statusCode: 200
    })

    jest.useRealTimers()

    switch (eventSourceName) {
      case 'azureHttpFunctionV4':
      case 'azureHttpFunctionV3':
        expectedResponse.cookies = [
          {
            domain: 'mafoo.com',
            httpOnly: true,
            name: 'Zoo',
            path: '/',
            sameSite: 'Strict',
            secure: true,
            value: 'boo',
            maxAge: maxAge / 1000,
            expires
          },
          {
            domain: 'example.com',
            httpOnly: true,
            name: 'Foo',
            path: '/',
            sameSite: 'Strict',
            secure: true,
            value: 'bar'
          },
          { name: 'Fizz', path: '/', value: 'buzz' }
        ]
        break
    }

    expect(response).toEqual(expectedResponse)
  })",432,503,snuts
/__tests__/integration.js,VerboseStatement,"{'startLine':559,'endLine':647}","test('custom levels', () => {
      const loggerError = serverlessExpressLogger({ level: 'error' })

      loggerError.error('error')
      loggerError.info('nocall')
      loggerError.warn('nocall')
      loggerError.debug('nocall')
      loggerError.verbose('nocall')
      expect(global.console.warn).not.toHaveBeenCalled()
      expect(global.console.debug).not.toHaveBeenCalled()
      expect(global.console.info).not.toHaveBeenCalled()
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error'
      })

      const loggerWarn = serverlessExpressLogger({ level: 'warn' })

      loggerWarn.error('error2')
      loggerWarn.warn('warn2')
      loggerWarn.info('nocall')
      loggerWarn.debug('nocall')
      loggerWarn.verbose('nocall')
      expect(global.console.debug).not.toHaveBeenCalled()
      expect(global.console.info).not.toHaveBeenCalled()
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error2'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn2'
      })

      const loggerInfo = serverlessExpressLogger({ level: 'info' })

      loggerInfo.error('error3')
      loggerInfo.warn('warn3')
      loggerInfo.info('info3')
      loggerInfo.debug('nocall')
      loggerInfo.verbose('nocall')
      expect(global.console.debug).not.toHaveBeenCalled()
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error3'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn3'
      })
      expect(global.console.info).toHaveBeenLastCalledWith({
        message: 'info3'
      })

      const loggerVerbose = serverlessExpressLogger({ level: 'verbose' })

      loggerVerbose.error('error4')
      loggerVerbose.warn('warn4')
      loggerVerbose.info('info4')
      loggerVerbose.verbose('verbose4')
      loggerVerbose.debug('nocall')
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error4'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn4'
      })
      expect(global.console.info).toHaveBeenLastCalledWith({
        message: 'info4'
      })
      expect(global.console.debug).toHaveBeenLastCalledWith({
        message: 'verbose4'
      })

      const loggerDebug = serverlessExpressLogger({ level: 'debug' })

      loggerDebug.error('error5')
      loggerDebug.warn('warn5')
      loggerDebug.info('info5')
      loggerDebug.verbose('verbose5')
      loggerDebug.debug('debug5')
      expect(global.console.error).toHaveBeenLastCalledWith({
        message: 'error5'
      })
      expect(global.console.warn).toHaveBeenLastCalledWith({
        message: 'warn5'
      })
      expect(global.console.info).toHaveBeenLastCalledWith({
        message: 'info5'
      })
      expect(global.console.debug).toHaveBeenLastCalledWith({
        message: 'debug5'
      })
    })",559,647,snuts
/__tests__/unit.js,Ignored Test,"{'line': 175, 'column': 9, 'index': 5830}","describe.skip('forwardResponse: content-type encoding', () => {
  test('content-type header missing', async (done) => {
    const binaryMimeTypes = []
    const multiValueHeaders = { foo: ['bar'] }
    const { requestResponse } = await getReqRes(multiValueHeaders)
    const response = new ServerlessResponse(requestResponse.request)
    return new Promise(
      (resolve, reject) => {
        const contextResolver = getContextResolver(resolve, reject)
        serverlessExpressTransport.forwardResponse({
          binaryMimeTypes,
          response,
          resolver: contextResolver,
          eventSource: apiGatewayEventSource,
          log
        })
      }
    ).then(successResponse => expect(successResponse).toEqual({
      statusCode: 200,
      body: 'Hello serverless!',
      multiValueHeaders,
      isBase64Encoded: false
    }))
      .then(() => done())
  })

  test('content-type image/jpeg base64 encoded', () => {
    const binaryMimeTypes = ['image/jpeg']
    const multiValueHeaders = { 'content-type': ['image/jpeg'] }
    const body = 'hello world'
    const response = new ServerlessResponse(200, multiValueHeaders, body)
    return new Promise(
      (resolve, reject) => {
        const contextResolver = getContextResolver(resolve, reject)
        serverlessExpressTransport.forwardResponse({
          binaryMimeTypes,
          response,
          resolver: contextResolver,
          eventSource: apiGatewayEventSource,
          log
        })
      }
    ).then(successResponse => expect(successResponse).toEqual({
      statusCode: 200,
      body: Buffer.from(body).toString('base64'),
      multiValueHeaders,
      isBase64Encoded: true
    }))
  })

  test('content-type application/json', () => {
    const binaryMimeTypes = []
    const multiValueHeaders = { 'content-type': ['application/json'] }
    const body = JSON.stringify({ hello: 'world' })
    const response = new ServerlessResponse(200, multiValueHeaders, body)
    return new Promise(
      (resolve, reject) => {
        const contextResolver = getContextResolver(resolve, reject)
        serverlessExpressTransport.forwardResponse({
          binaryMimeTypes,
          response,
          resolver: contextResolver,
          eventSource: apiGatewayEventSource,
          log
        })
      }
    ).then(successResponse => expect(successResponse).toEqual({
      statusCode: 200,
      body: body,
      multiValueHeaders,
      isBase64Encoded: false
    }))
  })

  test('wildcards in binary types array', () => {
    const binaryMimeTypes = ['image/*']
    const multiValueHeaders = { 'content-type': ['image/jpeg'] }
    const body = 'hello world'
    const response = new ServerlessResponse(200, multiValueHeaders, body)
    return new Promise(
      (resolve, reject) => {
        const contextResolver = getContextResolver(resolve, reject)
        serverlessExpressTransport.forwardResponse({
          binaryMimeTypes,
          response,
          resolver: contextResolver,
          eventSource: apiGatewayEventSource,
          log
        })
      }
    ).then(successResponse => expect(successResponse).toEqual({
      statusCode: 200,
      body: Buffer.from(body).toString('base64'),
      multiValueHeaders,
      isBase64Encoded: true
    }))
  })

  test('extensions in binary types array', () => {
    const binaryMimeTypes = ['.png']
    const multiValueHeaders = { 'content-type': ['image/png'] }
    const body = 'hello world'
    const response = new ServerlessResponse(200, multiValueHeaders, body)
    return new Promise(
      (resolve, reject) => {
        const contextResolver = getContextResolver(resolve, reject)
        serverlessExpressTransport.forwardResponse({
          binaryMimeTypes,
          response,
          resolver: contextResolver,
          eventSource: apiGatewayEventSource,
          log
        })
      }
    ).then(successResponse => expect(successResponse).toEqual({
      statusCode: 200,
      body: Buffer.from(body).toString('base64'),
      multiValueHeaders,
      isBase64Encoded: true
    }))
  })
})",175,296,steel
/__tests__/unit.js,Lazy Test,"{'line': 303, 'column': 32, 'index': 10118}","test('CONTEXT (specified)', () => {
    return new Promise(
      (resolve, reject) => {
        const context = new MockContext(resolve, reject)
        const contextResolver = makeResolver({
          context,
          resolutionMode: 'CONTEXT'
        })

        return contextResolver.succeed({
          response: 'success'
        })
      }).then(successResponse => expect(successResponse).toEqual('success'))
  })",299,312,steel
/__tests__/unit.js,Lazy Test,"{'line': 316, 'column': 29, 'index': 10468}","test('CALLBACK', () => {
    const callback = (e, response) => response
    const callbackResolver = makeResolver({
      callback,
      resolutionMode: 'CALLBACK',
      context: {}
    })
    const successResponse = callbackResolver.succeed({
      response: 'success'
    })

    expect(successResponse).toEqual('success')
  })",314,326,steel
/__tests__/unit.js,Lazy Test,"{'line': 334, 'column': 30, 'index': 10866}","test('PROMISE', () => {
    return new Promise((resolve, reject) => {
      const promise = {
        resolve,
        reject
      }
      const promiseResolver = makeResolver({
        promise,
        resolutionMode: 'PROMISE'
      })

      return promiseResolver.succeed({
        response: 'success'
      })
    }).then(successResponse => {
      expect(successResponse).toEqual('success')
    })
  })",328,345,steel
