file,type,line,frame
  167 |
> 168 |                 var lru = new Object();
      |                ^ Global Variable
  169 |                 var cache = {};
  170 |                 var version = 0;
  171 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 169, 'column': 16, 'index': 5706}","  167 |
  168 |                 var lru = new Object();
> 169 |                 var cache = {};
      |                ^ Global Variable
  170 |                 var version = 0;
  171 |
  172 |                 setPathValues("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 170, 'column': 16, 'index': 5738}","  168 |                 var lru = new Object();
  169 |                 var cache = {};
> 170 |                 var version = 0;
      |                ^ Global Variable
  171 |
  172 |                 setPathValues(
  173 |                     getModel({ lru: lru, cache: cache, version: version++ }), ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 203, 'column': 16, 'index': 7158}","  201 |             it(""to:2"", function() {
  202 |
> 203 |                 var lru = new Object();
      |                ^ Global Variable
  204 |                 var cache = {};
  205 |                 var version = 0;
  206 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 204, 'column': 16, 'index': 7198}","  202 |
  203 |                 var lru = new Object();
> 204 |                 var cache = {};
      |                ^ Global Variable
  205 |                 var version = 0;
  206 |
  207 |                 setPathValues("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 205, 'column': 16, 'index': 7230}","  203 |                 var lru = new Object();
  204 |                 var cache = {};
> 205 |                 var version = 0;
      |                ^ Global Variable
  206 |
  207 |                 setPathValues(
  208 |                     getModel({ lru: lru, cache: cache, version: version++ }), ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 236, 'column': 16, 'index': 8600}","  234 |             it(""from:1, to:2"", function() {
  235 |
> 236 |                 var lru = new Object();
      |                ^ Global Variable
  237 |                 var cache = {};
  238 |                 var version = 0;
  239 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 237, 'column': 16, 'index': 8640}","  235 |
  236 |                 var lru = new Object();
> 237 |                 var cache = {};
      |                ^ Global Variable
  238 |                 var version = 0;
  239 |
  240 |                 setPathValues("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 238, 'column': 16, 'index': 8672}","  236 |                 var lru = new Object();
  237 |                 var cache = {};
> 238 |                 var version = 0;
      |                ^ Global Variable
  239 |
  240 |                 setPathValues(
  241 |                     getModel({ lru: lru, cache: cache, version: version++ }), ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 267, 'column': 16, 'index': 9893}","  265 |             it(""length:3"", function() {
  266 |
> 267 |                 var lru = new Object();
      |                ^ Global Variable
  268 |                 var cache = {};
  269 |                 var version = 0;
  270 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 268, 'column': 16, 'index': 9933}","  266 |
  267 |                 var lru = new Object();
> 268 |                 var cache = {};
      |                ^ Global Variable
  269 |                 var version = 0;
  270 |
  271 |                 setPathValues("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 269, 'column': 16, 'index': 9965}","  267 |                 var lru = new Object();
  268 |                 var cache = {};
> 269 |                 var version = 0;
      |                ^ Global Variable
  270 |
  271 |                 setPathValues(
  272 |                     getModel({ lru: lru, cache: cache, version: version++ }), ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 300, 'column': 16, 'index': 11351}","  298 |             it(""from:1, length:2"", function() {
  299 |
> 300 |                 var lru = new Object();
      |                ^ Global Variable
  301 |                 var cache = {};
  302 |                 var version = 0;
  303 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 301, 'column': 16, 'index': 11391}","  299 |
  300 |                 var lru = new Object();
> 301 |                 var cache = {};
      |                ^ Global Variable
  302 |                 var version = 0;
  303 |
  304 |                 setPathValues("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 302, 'column': 16, 'index': 11423}","  300 |                 var lru = new Object();
  301 |                 var cache = {};
> 302 |                 var version = 0;
      |                ^ Global Variable
  303 |
  304 |                 setPathValues(
  305 |                     getModel({ lru: lru, cache: cache, version: version++ }), ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 331, 'column': 16, 'index': 12667}","  329 |             it(""[length:3]"", function() {
  330 |
> 331 |                 var lru = new Object();
      |                ^ Global Variable
  332 |                 var cache = {};
  333 |                 var version = 0;
  334 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 332, 'column': 16, 'index': 12707}","  330 |
  331 |                 var lru = new Object();
> 332 |                 var cache = {};
      |                ^ Global Variable
  333 |                 var version = 0;
  334 |
  335 |                 setPathValues("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Global Variable,"{'line': 333, 'column': 16, 'index': 12739}","  331 |                 var lru = new Object();
  332 |                 var cache = {};
> 333 |                 var version = 0;
      |                ^ Global Variable
  334 |
  335 |                 setPathValues(
  336 |                     getModel({ lru: lru, cache: cache, version: version++ }), ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 19, 'column': 8, 'index': 618}","  17 |         var version = 0;
  18 |
> 19 |         setPathValues(
     |        ^ Lazy Test
  20 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  21 |             $pathValue(""movies['pulp-fiction'].title"")
  22 |         ]);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 20, 'column': 12, 'index': 645}","  18 |
  19 |         setPathValues(
> 20 |             getModel({ lru: lru, cache: cache, version: version++ }), [
     |            ^ Lazy Test
  21 |             $pathValue(""movies['pulp-fiction'].title"")
  22 |         ]);
  23 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 24, 'column': 8, 'index': 781}","  22 |         ]);
  23 |
> 24 |         invalidatePathMaps(
     |        ^ Lazy Test
  25 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  26 |             $pathMapEnvelope(""movies['pulp-fiction'].title"")
  27 |         ]);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 29, 'column': 15, 'index': 962}","  27 |         ]);
  28 |
> 29 |         expect(strip(cache)).toEqual(strip({}));
     |               ^ Lazy Test
  30 |     });
  31 |
  32 |     it(""through a reference"", function() {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 38, 'column': 8, 'index': 1139}","  36 |         var version = 0;
  37 |
> 38 |         setPathValues(
     |        ^ Lazy Test
  39 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  40 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  41 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 39, 'column': 12, 'index': 1166}","  37 |
  38 |         setPathValues(
> 39 |             getModel({ lru: lru, cache: cache, version: version++ }), [
     |            ^ Lazy Test
  40 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  41 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  42 |                 $pathValue(""lists['id'][0]"", $ref(""movies['pulp-fiction']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 47, 'column': 8, 'index': 1531}","  45 |         );
  46 |
> 47 |         invalidatePathMaps(
     |        ^ Lazy Test
  48 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  49 |                 $pathMapEnvelope(""grid[0][0].title"")
  50 |             ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 53, 'column': 15, 'index': 1717}","  51 |         );
  52 |
> 53 |         expect(strip(cache)).toEqual(strip({
     |               ^ Lazy Test
  54 |             grid: $ref(""grids['id']""),
  55 |             grids: { id: { 0: $ref(""lists['id']"") } },
  56 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } }"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 66, 'column': 8, 'index': 2084}","  64 |         var version = 0;
  65 |
> 66 |         setPathValues(
     |        ^ Lazy Test
  67 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  68 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  69 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 67, 'column': 12, 'index': 2111}","  65 |
  66 |         setPathValues(
> 67 |             getModel({ lru: lru, cache: cache, version: version++ }), [
     |            ^ Lazy Test
  68 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  69 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  70 |                 $pathValue(""lists['id'][1]"", $ref(""movies['kill-bill-1']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 75, 'column': 8, 'index': 2473}","  73 |         );
  74 |
> 75 |         invalidatePathMaps(
     |        ^ Lazy Test
  76 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  77 |                 $pathMapEnvelope(""grid[0][1].title"")
  78 |             ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 81, 'column': 15, 'index': 2659}","  79 |         );
  80 |
> 81 |         expect(strip(cache)).toEqual(strip({
     |               ^ Lazy Test
  82 |             grid: $ref(""grids['id']""),
  83 |             grids: { id: { 0: $ref(""lists['id']"") } },
  84 |             lists: { id: { 1: $ref(""movies['kill-bill-1']"") } }"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 95, 'column': 8, 'index': 3021}","  93 |         var version = 0;
  94 |
> 95 |         setPathValues(
     |        ^ Lazy Test
  96 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  97 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  98 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 96, 'column': 12, 'index': 3048}","  94 |
  95 |         setPathValues(
> 96 |             getModel({ lru: lru, cache: cache, version: version++ }), [
     |            ^ Lazy Test
  97 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  98 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  99 |                 $pathValue(""lists['id'][2]"", $ref(""movies['reservior-dogs']""))"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 103, 'column': 8, 'index': 3345}","  101 |         );
  102 |
> 103 |         invalidatePathMaps(
      |        ^ Lazy Test
  104 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  105 |                 $pathMapEnvelope(""grid[0][2].title"")
  106 |             ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 109, 'column': 15, 'index': 3531}","  107 |         );
  108 |
> 109 |         expect(strip(cache)).toEqual(strip({
      |               ^ Lazy Test
  110 |             grid: $ref(""grids['id']""),
  111 |             grids: { id: { 0: $ref(""lists['id']"") } },
  112 |             lists: { id: { 2: $ref(""movies['reservior-dogs']"") } }"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 152, 'column': 16, 'index': 4960}","  150 |                 var version = 0;
  151 |
> 152 |                 setPathValues(
      |                ^ Lazy Test
  153 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  154 |                         $pathValue(""movies['pulp-fiction', 'kill-bill-1', 'reservior-dogs'].director"", ""Quentin Tarantino"")
  155 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 153, 'column': 20, 'index': 4995}","  151 |
  152 |                 setPathValues(
> 153 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  154 |                         $pathValue(""movies['pulp-fiction', 'kill-bill-1', 'reservior-dogs'].director"", ""Quentin Tarantino"")
  155 |                     ]
  156 |                 );"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 158, 'column': 16, 'index': 5237}","  156 |                 );
  157 |
> 158 |                 invalidatePathMaps(
      |                ^ Lazy Test
  159 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  160 |                         $pathMapEnvelope(""movies['pulp-fiction', 'kill-bill-1', 'reservior-dogs'].director"")
  161 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 164, 'column': 23, 'index': 5511}","  162 |                 );
  163 |
> 164 |                 expect(strip(cache)).toEqual(strip({}));
      |                       ^ Lazy Test
  165 |             });
  166 |             it(""through successful, short-circuit, and broken references"", function() {
  167 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 172, 'column': 16, 'index': 5772}","  170 |                 var version = 0;
  171 |
> 172 |                 setPathValues(
      |                ^ Lazy Test
  173 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  174 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  175 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 173, 'column': 20, 'index': 5807}","  171 |
  172 |                 setPathValues(
> 173 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  174 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  175 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  176 |                         $pathValue(""lists['id'][0]"", $ref(""movies['pulp-fiction']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 183, 'column': 16, 'index': 6402}","  181 |                 );
  182 |
> 183 |                 invalidatePathMaps(
      |                ^ Lazy Test
  184 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  185 |                         $pathMapEnvelope(""grid[0][0, 1, 2].director"")
  186 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 189, 'column': 23, 'index': 6637}","  187 |                 );
  188 |
> 189 |                 expect(strip(cache)).toEqual(strip({
      |                       ^ Lazy Test
  190 |                     grid: $ref(""grids['id']""),
  191 |                     grids: { id: { 0: $ref(""lists['id']"") } },
  192 |                     lists: { id: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 207, 'column': 16, 'index': 7264}","  205 |                 var version = 0;
  206 |
> 207 |                 setPathValues(
      |                ^ Lazy Test
  208 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  209 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  210 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 208, 'column': 20, 'index': 7299}","  206 |
  207 |                 setPathValues(
> 208 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  209 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  210 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  211 |                         $pathValue(""lists['id'][0]"", $ref(""movies['pulp-fiction']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 218, 'column': 16, 'index': 7894}","  216 |                 );
  217 |
> 218 |                 invalidatePathMaps(
      |                ^ Lazy Test
  219 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  220 |                         $pathMapEnvelope(""grid[0][0..2].director"")
  221 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 224, 'column': 23, 'index': 8126}","  222 |                 );
  223 |
> 224 |                 expect(strip(cache)).toEqual(strip({
      |                       ^ Lazy Test
  225 |                     grid: $ref(""grids['id']""),
  226 |                     grids: { id: { 0: $ref(""lists['id']"") } },
  227 |                     lists: { id: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 240, 'column': 16, 'index': 8706}","  238 |                 var version = 0;
  239 |
> 240 |                 setPathValues(
      |                ^ Lazy Test
  241 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  242 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  243 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 241, 'column': 20, 'index': 8741}","  239 |
  240 |                 setPathValues(
> 241 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  242 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  243 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  244 |                         $pathValue(""lists['id'][1]"", $ref(""movies['kill-bill-1']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 250, 'column': 16, 'index': 9250}","  248 |                 );
  249 |
> 250 |                 invalidatePathMaps(
      |                ^ Lazy Test
  251 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  252 |                         $pathMapEnvelope(""grid[0][1..2].director"")
  253 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 256, 'column': 23, 'index': 9482}","  254 |                 );
  255 |
> 256 |                 expect(strip(cache)).toEqual(strip({
      |                       ^ Lazy Test
  257 |                     grid: $ref(""grids['id']""),
  258 |                     grids: { id: { 0: $ref(""lists['id']"") } },
  259 |                     lists: { id: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 271, 'column': 16, 'index': 9999}","  269 |                 var version = 0;
  270 |
> 271 |                 setPathValues(
      |                ^ Lazy Test
  272 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  273 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  274 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 272, 'column': 20, 'index': 10034}","  270 |
  271 |                 setPathValues(
> 272 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  273 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  274 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  275 |                         $pathValue(""lists['id'][0]"", $ref(""movies['pulp-fiction']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 282, 'column': 16, 'index': 10629}","  280 |                 );
  281 |
> 282 |                 invalidatePathMaps(
      |                ^ Lazy Test
  283 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  284 |                         $pathMapEnvelope([""grid"", 0, {length: 3}, ""director""])
  285 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 288, 'column': 23, 'index': 10873}","  286 |                 );
  287 |
> 288 |                 expect(strip(cache)).toEqual(strip({
      |                       ^ Lazy Test
  289 |                     grid: $ref(""grids['id']""),
  290 |                     grids: { id: { 0: $ref(""lists['id']"") } },
  291 |                     lists: { id: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 304, 'column': 16, 'index': 11457}","  302 |                 var version = 0;
  303 |
> 304 |                 setPathValues(
      |                ^ Lazy Test
  305 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  306 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  307 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 305, 'column': 20, 'index': 11492}","  303 |
  304 |                 setPathValues(
> 305 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  306 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  307 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  308 |                         $pathValue(""lists['id'][1]"", $ref(""movies['kill-bill-1']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 314, 'column': 16, 'index': 12001}","  312 |                 );
  313 |
> 314 |                 invalidatePathMaps(
      |                ^ Lazy Test
  315 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  316 |                         $pathMapEnvelope([""grid"", 0, {from: 1, length: 2}, ""director""])
  317 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 320, 'column': 23, 'index': 12254}","  318 |                 );
  319 |
> 320 |                 expect(strip(cache)).toEqual(strip({
      |                       ^ Lazy Test
  321 |                     grid: $ref(""grids['id']""),
  322 |                     grids: { id: { 0: $ref(""lists['id']"") } },
  323 |                     lists: { id: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 335, 'column': 16, 'index': 12773}","  333 |                 var version = 0;
  334 |
> 335 |                 setPathValues(
      |                ^ Lazy Test
  336 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  337 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  338 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 336, 'column': 20, 'index': 12808}","  334 |
  335 |                 setPathValues(
> 336 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  337 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  338 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),
  339 |                         $pathValue(""lists['id'][0]"", $ref(""movies['pulp-fiction']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 346, 'column': 16, 'index': 13403}","  344 |                 );
  345 |
> 346 |                 invalidatePathMaps(
      |                ^ Lazy Test
  347 |                     getModel({ lru: lru, cache: cache, version: version++ }), [
  348 |                         $pathMapEnvelope([""grid"", 0, [{length: 3}], ""director""])
  349 |                     ]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/pathMaps.spec.js,Lazy Test,"{'line': 352, 'column': 23, 'index': 13649}","  350 |                 );
  351 |
> 352 |                 expect(strip(cache)).toEqual(strip({
      |                       ^ Lazy Test
  353 |                     grid: $ref(""grids['id']""),
  354 |                     grids: { id: { 0: $ref(""lists['id']"") } },
  355 |                     lists: { id: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/invalidate.spec.js,Global Variable,"{'line': 2, 'column': 0, 'index': 37}","  1 | var falcor = require('./../../lib');
> 2 | var Model = falcor.Model;
  3 | var strip = require(""./../cleanData"").stripDerefAndVersionKeys;
  4 | var toObservable = require('../toObs');
  5 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/invalidate.spec.js,Global Variable,"{'line': 6, 'column': 0, 'index': 168}","  4 | var toObservable = require('../toObs');
  5 |
> 6 | var noOp = function() {};
  7 |
  8 | it('should invalidate with pathSyntax', function(done) {
  9 |     var model = new Model({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/invalidate.spec.js,Global Variable,"{'line': 9, 'column': 4, 'index': 256}","   7 |
   8 | it('should invalidate with pathSyntax', function(done) {
>  9 |     var model = new Model({
     |    ^ Global Variable
  10 |         cache: {
  11 |             foo: {
  12 |                 bar: 5,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/invalidate.spec.js,Global Variable,"{'line': 20, 'column': 4, 'index': 435}","  18 |     model.invalidate('foo.bar');
  19 |
> 20 |     var onNext = jest.fn();
     |    ^ Global Variable
  21 |     toObservable(model.
  22 |         get('foo.bar', 'foo.bazz')).
  23 |         doAction(onNext, noOp, function() {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/invalidate.spec.js,Global Variable,"{'line': 37, 'column': 4, 'index': 927}","  35 |
  36 | it('should throw for undefined paths', function() {
> 37 |     var model = new Model({ cache: { value: 1 } });
     |    ^ Global Variable
  38 |     expect(() => model.invalidate(undefined)).toThrow();
  39 |     expect(model.getCache()).toEqual({ value: 1 });
  40 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/invalidate.spec.js,Global Variable,"{'line': 43, 'column': 4, 'index': 1141}","  41 |
  42 | it('should throw for empty paths', function() {
> 43 |     var model = new Model({ cache: { value: 1 } });
     |    ^ Global Variable
  44 |     expect(() => model.invalidate([])).toThrow();
  45 |     expect(model.getCache()).toEqual({ value: 1 });
  46 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/invalidate/invalidate.spec.js,Global Variable,"{'line': 49, 'column': 4, 'index': 1360}","  47 |
  48 | it('should do nothing for non-existing paths', function() {
> 49 |     var model = new Model({ cache: { value: 1 } });
     |    ^ Global Variable
  50 |     model.invalidate('no.such.path');
  51 |     expect(model.getCache()).toEqual({ value: 1 });
  52 | });"
