file,type,smells,frame
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Global Variable,"{'line': 2, 'column': 4, 'index': 48}","  1 | describe('pc.AssetReference', function () {
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Global Variable,"{'line': 48, 'column': 8, 'index': 1288}","  46 |
  47 |     it('pc.AssetReference, add callback', function (done) {
> 48 |         var reg = new pc.AssetReference('propName', this.parent, this.app.assets, {
     |        ^ Global Variable
  49 |             add: this.add
  50 |         });
  51 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Global Variable,"{'line': 52, 'column': 8, 'index': 1411}","  50 |         });
  51 |
> 52 |         var asset = new pc.Asset(""Reference Test"", ""texture"", {
     |        ^ Global Variable
  53 |             url: 'base/tests/test-assets/sprite/red-atlas.png'
  54 |         });
  55 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Global Variable,"{'line': 73, 'column': 8, 'index': 2104}","  71 |
  72 |     it('pc.AssetReference, remove callback', function (done) {
> 73 |         var reg = new pc.AssetReference('propName', this.parent, this.app.assets, {
     |        ^ Global Variable
  74 |             remove: this.remove
  75 |         });
  76 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Global Variable,"{'line': 77, 'column': 8, 'index': 2233}","  75 |         });
  76 |
> 77 |         var asset = new pc.Asset(""Reference Test"", ""texture"", {
     |        ^ Global Variable
  78 |             url: 'base/tests/test-assets/sprite/red-atlas.png'
  79 |         });
  80 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Sleepy Test,"{'line': 59, 'column': 12, 'index': 1633}","  57 |
  58 |         this.app.assets.once('add', function () {
> 59 |             setTimeout(function () {
     |            ^ Sleepy Test
  60 |                 expect(this.add.callCount).to.equal(1);
  61 |                 expect(this.add.args[0][0]).to.equal('propName');
  62 |                 expect(this.add.args[0][1]).to.equal(this.parent);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/assets/test_asset_reference.js,Sleepy Test,"{'line': 84, 'column': 12, 'index': 2448}","  82 |
  83 |         asset.once('remove', function () {
> 84 |             setTimeout(function () {
     |            ^ Sleepy Test
  85 |                 expect(this.remove.callCount).to.equal(1);
  86 |                 expect(this.remove.args[0][0]).to.equal('propName');
  87 |                 expect(this.remove.args[0][1]).to.equal(this.parent);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Conditional Test Logic,"{'line': 173, 'column': 12, 'index': 5472}","  171 |             var expected = self.expectedTypes[this.type];
  172 |
> 173 |             if (expected.typeof) {
      |            ^ Conditional Test Logic
  174 |                 expect(typeof resource).to.equal(expected.typeof);
  175 |             }
  176 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Conditional Test Logic,"{'line': 177, 'column': 12, 'index': 5589}","  175 |             }
  176 |
> 177 |             if (expected.instanceof) {
      |            ^ Conditional Test Logic
  178 |                 expect(resource instanceof expected.instanceof).to.equal(true);
  179 |             }
  180 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Conditional Test Logic,"{'line': 181, 'column': 12, 'index': 5723}","  179 |             }
  180 |
> 181 |             if (this.type === 'font') {
      |            ^ Conditional Test Logic
  182 |                 expect(resource.textures.length).to.equal(2);
  183 |             }
  184 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Conditional Test Logic,"{'line': 185, 'column': 12, 'index': 5840}","  183 |             }
  184 |
> 185 |             if ((self.assets.length + 1) === loaded) {
      |            ^ Conditional Test Logic
  186 |                 done();
  187 |             }
  188 |         };"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Conditional Test Logic,"{'line': 303, 'column': 16, 'index': 9526}","  301 |                 expect(bundles.length).to.equal(2);
  302 |
> 303 |                 if (bundles[0].name === 'bundle asset 2') {
      |                ^ Conditional Test Logic
  304 |                     return bundles[0];
  305 |                 } else {
  306 |                     return bundles[1];"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 200, 'column': 8, 'index': 6268}","  198 |         this.app.assets.add(this.assets[0]);
  199 |
> 200 |         expect(this.assets[0].loading).to.equal(false);
      |        ^ Duplicate Assert
  201 |         this.app.assets.load(this.bundleAsset);
  202 |         expect(this.assets[0].loading).to.equal(true);
  203 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 202, 'column': 8, 'index': 6372}","  200 |         expect(this.assets[0].loading).to.equal(false);
  201 |         this.app.assets.load(this.bundleAsset);
> 202 |         expect(this.assets[0].loading).to.equal(true);
      |        ^ Duplicate Assert
  203 |
  204 |         this.assets[0].ready(() => {
  205 |             done();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 213, 'column': 8, 'index': 6673}","  211 |         this.app.assets.add(this.assets[0]);
  212 |
> 213 |         expect(this.bundleAsset.loading).to.equal(false);
      |        ^ Duplicate Assert
  214 |         this.app.assets.load(this.assets[0]);
  215 |         expect(this.bundleAsset.loading).to.equal(true);
  216 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 215, 'column': 8, 'index': 6777}","  213 |         expect(this.bundleAsset.loading).to.equal(false);
  214 |         this.app.assets.load(this.assets[0]);
> 215 |         expect(this.bundleAsset.loading).to.equal(true);
      |        ^ Duplicate Assert
  216 |
  217 |         this.bundleAsset.ready(() => {
  218 |             done();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 226, 'column': 8, 'index': 7082}","  224 |         this.app.assets.add(this.assets[0]);
  225 |
> 226 |         expect(this.bundleAsset.loading).to.equal(false);
      |        ^ Duplicate Assert
  227 |         this.app.assets.load(this.assets[0]);
  228 |         expect(this.bundleAsset.loading).to.equal(true);
  229 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 228, 'column': 8, 'index': 7186}","  226 |         expect(this.bundleAsset.loading).to.equal(false);
  227 |         this.app.assets.load(this.assets[0]);
> 228 |         expect(this.bundleAsset.loading).to.equal(true);
      |        ^ Duplicate Assert
  229 |
  230 |         this.bundleAsset.ready(() => {
  231 |             done();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 241, 'column': 8, 'index': 7542}","  239 |         let filterCalled = false;
  240 |
> 241 |         expect(this.bundleAsset.loading).to.equal(false);
      |        ^ Duplicate Assert
  242 |         this.app.assets.load(this.assets[0], {
  243 |             bundlesIgnore: true,
  244 |             bundlesFilter: (bundles) => {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 249, 'column': 8, 'index': 7831}","  247 |         });
  248 |         expect(filterCalled).to.equal(false);
> 249 |         expect(this.bundleAsset.loading).to.equal(false);
      |        ^ Duplicate Assert
  250 |
  251 |         this.assets[0].ready(() => {
  252 |             done();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 270, 'column': 8, 'index': 8467}","  268 |         this.app.assets.add(this.assets[0]);
  269 |
> 270 |         expect(this.bundleAsset.loading).to.equal(false);
      |        ^ Duplicate Assert
  271 |         this.app.assets.load(this.assets[0]);
  272 |         expect(this.bundleAsset.loading).to.equal(true);
  273 |         expect(bundleAsset2.loading).to.equal(false);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 272, 'column': 8, 'index': 8571}","  270 |         expect(this.bundleAsset.loading).to.equal(false);
  271 |         this.app.assets.load(this.assets[0]);
> 272 |         expect(this.bundleAsset.loading).to.equal(true);
      |        ^ Duplicate Assert
  273 |         expect(bundleAsset2.loading).to.equal(false);
  274 |
  275 |         this.assets[0].ready(() => {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 296, 'column': 8, 'index': 9284}","  294 |         let filterCalled = false;
  295 |
> 296 |         expect(bundleAsset2.loading).to.equal(false);
      |        ^ Duplicate Assert
  297 |
  298 |         this.app.assets.load(this.assets[0], {
  299 |             bundlesFilter: (bundles) => {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Duplicate Assert,"{'line': 311, 'column': 8, 'index': 9770}","  309 |         });
  310 |         expect(filterCalled).to.equal(true);
> 311 |         expect(bundleAsset2.loading).to.equal(true);
      |        ^ Duplicate Assert
  312 |         expect(this.bundleAsset.loading).to.equal(false);
  313 |
  314 |         this.assets[0].ready(() => {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Global Variable,"{'line': 169, 'column': 12, 'index': 5276}","  167 |         const onLoad = function() {
  168 |             loaded++;
> 169 |             var resource = this.type === 'cubemap' ? this.resources[1] : this.resource;
      |            ^ Global Variable
  170 |             expect(resource).to.not.equal(null);
  171 |             var expected = self.expectedTypes[this.type];
  172 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_loader.js,Global Variable,"{'line': 171, 'column': 12, 'index': 5413}","  169 |             var resource = this.type === 'cubemap' ? this.resources[1] : this.resource;
  170 |             expect(resource).to.not.equal(null);
> 171 |             var expected = self.expectedTypes[this.type];
      |            ^ Global Variable
  172 |
  173 |             if (expected.typeof) {
  174 |                 expect(typeof resource).to.equal(expected.typeof);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Conditional Test Logic,"{'line': 10, 'column': 8, 'index': 311}","   8 |     afterEach(function () {
   9 |         var assets = this.assets.list();
> 10 |         for (var i = 0; i < assets.length; i++) {
     |        ^ Conditional Test Logic
  11 |             assets[i].unload();
  12 |             assets[i].off();
  13 |         }"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Duplicate Assert,"{'line': 32, 'column': 8, 'index': 1057}","  30 |         this.assets.add(asset);
  31 |         var bundles = this.bundles.list();
> 32 |         expect(bundles).to.deep.equal([asset]);
     |        ^ Duplicate Assert
  33 |
  34 |         this.assets.remove(asset);
  35 |         bundles = this.bundles.list();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Duplicate Assert,"{'line': 36, 'column': 8, 'index': 1180}","  34 |         this.assets.remove(asset);
  35 |         bundles = this.bundles.list();
> 36 |         expect(bundles).to.deep.equal([]);
     |        ^ Duplicate Assert
  37 |     });
  38 |
  39 |     it('listBundlesForAsset() returns null for assets not in bundles', function () {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 9, 'column': 8, 'index': 270}","   7 |
   8 |     afterEach(function () {
>  9 |         var assets = this.assets.list();
     |        ^ Global Variable
  10 |         for (var i = 0; i < assets.length; i++) {
  11 |             assets[i].unload();
  12 |             assets[i].off();"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 10, 'column': 13, 'index': 316}","   8 |     afterEach(function () {
   9 |         var assets = this.assets.list();
> 10 |         for (var i = 0; i < assets.length; i++) {
     |             ^ Global Variable
  11 |             assets[i].unload();
  12 |             assets[i].off();
  13 |         }"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 22, 'column': 8, 'index': 627}","  20 |
  21 |     it('bundle asset is added to the bundle registry', function () {
> 22 |         var asset = new pc.Asset('bundle', 'bundle', null, { assets: [] });
     |        ^ Global Variable
  23 |         this.assets.add(asset);
  24 |         var assets = this.bundles.list();
  25 |         expect(assets).to.deep.equal([asset]);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 24, 'column': 8, 'index': 735}","  22 |         var asset = new pc.Asset('bundle', 'bundle', null, { assets: [] });
  23 |         this.assets.add(asset);
> 24 |         var assets = this.bundles.list();
     |        ^ Global Variable
  25 |         expect(assets).to.deep.equal([asset]);
  26 |     });
  27 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 29, 'column': 8, 'index': 906}","  27 |
  28 |     it('bundle asset is removed from the bundle registry', function () {
> 29 |         var asset = new pc.Asset('bundle', 'bundle', null, { assets: [] });
     |        ^ Global Variable
  30 |         this.assets.add(asset);
  31 |         var bundles = this.bundles.list();
  32 |         expect(bundles).to.deep.equal([asset]);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 31, 'column': 8, 'index': 1014}","  29 |         var asset = new pc.Asset('bundle', 'bundle', null, { assets: [] });
  30 |         this.assets.add(asset);
> 31 |         var bundles = this.bundles.list();
     |        ^ Global Variable
  32 |         expect(bundles).to.deep.equal([asset]);
  33 |
  34 |         this.assets.remove(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 40, 'column': 8, 'index': 1317}","  38 |
  39 |     it('listBundlesForAsset() returns null for assets not in bundles', function () {
> 40 |         var asset = new pc.Asset('asset', 'text', {
     |        ^ Global Variable
  41 |             url: 'text.txt'
  42 |         });
  43 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 45, 'column': 8, 'index': 1442}","  43 |         this.assets.add(asset);
  44 |
> 45 |         var notInBundle = new pc.Asset('asset', 'text', {
     |        ^ Global Variable
  46 |             url: 'text2.txt'
  47 |         });
  48 |         this.assets.add(notInBundle);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 50, 'column': 8, 'index': 1580}","  48 |         this.assets.add(notInBundle);
  49 |
> 50 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
     |        ^ Global Variable
  51 |             assets: [asset.id]
  52 |         });
  53 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 55, 'column': 8, 'index': 1729}","  53 |         this.assets.add(bundleAsset);
  54 |
> 55 |         var bundles = this.bundles.listBundlesForAsset(notInBundle);
     |        ^ Global Variable
  56 |         expect(bundles).to.equal(null);
  57 |     });
  58 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 60, 'column': 8, 'index': 1946}","  58 |
  59 |     it('listBundlesForAsset() lists bundles for asset if asset added before bundle', function () {
> 60 |         var asset = new pc.Asset('asset', 'text', {
     |        ^ Global Variable
  61 |             url: 'text.txt'
  62 |         });
  63 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 65, 'column': 8, 'index': 2071}","  63 |         this.assets.add(asset);
  64 |
> 65 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
     |        ^ Global Variable
  66 |             assets: [asset.id]
  67 |         });
  68 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 70, 'column': 8, 'index': 2220}","  68 |         this.assets.add(bundleAsset);
  69 |
> 70 |         var bundles = this.bundles.listBundlesForAsset(asset);
     |        ^ Global Variable
  71 |         expect(bundles).to.deep.equal([bundleAsset]);
  72 |     });
  73 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 75, 'column': 8, 'index': 2444}","  73 |
  74 |     it('listBundlesForAsset() lists bundles for asset if asset added after bundle', function () {
> 75 |         var asset = new pc.Asset('asset', 'text', {
     |        ^ Global Variable
  76 |             url: 'text.txt'
  77 |         });
  78 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 79, 'column': 8, 'index': 2537}","  77 |         });
  78 |
> 79 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
     |        ^ Global Variable
  80 |             assets: [asset.id]
  81 |         });
  82 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 86, 'column': 8, 'index': 2719}","  84 |         this.assets.add(asset);
  85 |
> 86 |         var bundles = this.bundles.listBundlesForAsset(asset);
     |        ^ Global Variable
  87 |         expect(bundles).to.deep.equal([bundleAsset]);
  88 |     });
  89 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 91, 'column': 8, 'index': 2928}","  89 |
  90 |     it('listBundlesForAsset() does not return removed bundle asset', function () {
> 91 |         var asset = new pc.Asset('asset', 'text', {
     |        ^ Global Variable
  92 |             url: 'text.txt'
  93 |         });
  94 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 96, 'column': 8, 'index': 3053}","  94 |         this.assets.add(asset);
  95 |
> 96 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
     |        ^ Global Variable
  97 |             assets: [asset.id]
  98 |         });
  99 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 103, 'column': 8, 'index': 3244}","  101 |         this.assets.remove(bundleAsset);
  102 |
> 103 |         var bundles = this.bundles.listBundlesForAsset(asset);
      |        ^ Global Variable
  104 |         expect(bundles).to.equal(null);
  105 |     });
  106 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 108, 'column': 8, 'index': 3443}","  106 |
  107 |     it('listBundlesForAsset() does not return bundle for removed asset', function () {
> 108 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  109 |             url: 'text.txt'
  110 |         });
  111 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 113, 'column': 8, 'index': 3568}","  111 |         this.assets.add(asset);
  112 |
> 113 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  114 |             assets: [asset.id]
  115 |         });
  116 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 120, 'column': 8, 'index': 3753}","  118 |         this.assets.remove(asset);
  119 |
> 120 |         var bundles = this.bundles.listBundlesForAsset(asset);
      |        ^ Global Variable
  121 |         expect(bundles).to.equal(null);
  122 |     });
  123 |"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 125, 'column': 8, 'index': 3929}","  123 |
  124 |     it('hasUrl() returns true for url in bundle', function () {
> 125 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  126 |             url: 'text.txt'
  127 |         });
  128 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 130, 'column': 8, 'index': 4054}","  128 |         this.assets.add(asset);
  129 |
> 130 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  131 |             assets: [asset.id]
  132 |         });
  133 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 143, 'column': 8, 'index': 4508}","  141 |
  142 |     it('hasUrl() returns true for url with query parameters in bundle', function () {
> 143 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  144 |             url: 'text.txt?query=true&query2=true'
  145 |         });
  146 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 148, 'column': 8, 'index': 4656}","  146 |         this.assets.add(asset);
  147 |
> 148 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  149 |             assets: [asset.id]
  150 |         });
  151 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 157, 'column': 8, 'index': 4948}","  155 |
  156 |     it('hasUrl() returns true for all font asset urls', function () {
> 157 |         var asset = new pc.Asset('asset', 'font', {
      |        ^ Global Variable
  158 |             url: 'test.png'
  159 |         }, {
  160 |             info: {"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 170, 'column': 8, 'index': 5273}","  168 |         this.assets.add(asset);
  169 |
> 170 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  171 |             assets: [asset.id]
  172 |         });
  173 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 180, 'column': 8, 'index': 5630}","  178 |
  179 |     it('hasUrl() returns false after asset is removed', function () {
> 180 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  181 |             url: 'text.txt'
  182 |         });
  183 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 185, 'column': 8, 'index': 5755}","  183 |         this.assets.add(asset);
  184 |
> 185 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  186 |             assets: [asset.id]
  187 |         });
  188 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 196, 'column': 8, 'index': 6096}","  194 |
  195 |     it('urlIsLoadedOrLoading() returns false if bundle not loaded', function () {
> 196 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  197 |             url: 'text.txt'
  198 |         });
  199 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 201, 'column': 8, 'index': 6221}","  199 |         this.assets.add(asset);
  200 |
> 201 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  202 |             assets: [asset.id]
  203 |         });
  204 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 210, 'column': 8, 'index': 6555}","  208 |
  209 |     it('urlIsLoadedOrLoading() returns false if bundle loaded without a resource', function () {
> 210 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  211 |             url: 'text.txt'
  212 |         });
  213 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 215, 'column': 8, 'index': 6680}","  213 |         this.assets.add(asset);
  214 |
> 215 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  216 |             assets: [asset.id]
  217 |         });
  218 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 225, 'column': 8, 'index': 7029}","  223 |
  224 |     it('urlIsLoadedOrLoading() returns true if bundle loaded', function () {
> 225 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  226 |             url: 'text.txt'
  227 |         });
  228 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 230, 'column': 8, 'index': 7154}","  228 |         this.assets.add(asset);
  229 |
> 230 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  231 |             assets: [asset.id]
  232 |         });
  233 |         this.assets.add(bundleAsset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 242, 'column': 8, 'index': 7554}","  240 |
  241 |     it('urlIsLoadedOrLoading() returns true if bundle being loaded', function () {
> 242 |         var asset = new pc.Asset('asset', 'text', {
      |        ^ Global Variable
  243 |             url: 'text.txt'
  244 |         });
  245 |         this.assets.add(asset);"
/home/gabriel/Desktop/research/projects/Play_Canvas/tests/framework/bundles/test_bundle_registry.js,Global Variable,"{'line': 247, 'column': 8, 'index': 7679}","  245 |         this.assets.add(asset);
  246 |
> 247 |         var bundleAsset = new pc.Asset('bundle', 'bundle', null, {
      |        ^ Global Variable
  248 |             assets: [asset.id]
  249 |         });
  250 |         this.assets.add(bundleAsset);"
